FID,Shape *,LAB_REF,C14AGE,C14_STANDA,Period,COUNTY,Country,C14_MATERIAL,SITE_NAME,Overall context,C14_TAXON_,SPECIES_TR,MUNICIPALI,LATITUDE,LONGITUDE,Bioregion
1962,Point,T-14525,1995,65,1-200 AD,Trøndelag,Norway,Charcoal,R 692,Iron production site,Pinus,Pinus,Meråker,63.446,11.847,Alpine
1963,Point,T-15079,1920,65,1-200 AD,Oppland,Norway,Charcoal, ,Other,Alnus,Alnus,Gjøvik,60.835,10.617,Boreal
1964,Point,T-12789,2895,65,1200-1000 BC,Akershus,Norway,Charcoal,Haug,Settlement site,Pinus,Pinus,Ullensaker,60.1333,11.15,Boreal
1965,Point,Tua-3287,2865,65,1200-1000 BC,Østfold,Norway,Charcoal,Torpum 9a,Settlement site,Corylus,Corylus,Halden,59.0976,11.25,Boreal
1966,Point,Tua-3284,2875,65,1200-1000 BC,Østfold,Norway,Charcoal,Torpum 9a,Other,Betula,Betula,Halden,59.0976,11.25,Boreal
1967,Point,T-19189,795,65,1200-1400 AD,Buskerud,Norway,Charcoal,Nedrestøl,Iron production site,"Betula, Populus, Salix caprea/Salix",Salix,Hol,60.482,8.076,Alpine
1968,Point,T-18001,770,65,1200-1400 AD,Hedmark,Norway,Charcoal,Jfp.6,Iron production site,Picea/Pinus,Picea,Åmot,61.137,11.443,Boreal
1969,Point,T-17320,770,65,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,"Betula, Corylus, Pinus",Betula,Åmot,61.137,11.443,Boreal
1970,Point,T-17320,770,65,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,"Betula, Corylus, Pinus",Corylus,Åmot,61.137,11.443,Boreal
1971,Point,T-17320,770,65,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,"Betula, Corylus, Pinus",Pinus,Åmot,61.137,11.443,Boreal
1972,Point,T-18001,770,65,1200-1400 AD,Hedmark,Norway,Charcoal,Jfp.6,Iron production site,Picea/Pinus,Pinus,Åmot,61.137,11.443,Boreal
1973,Point,T-16898,745,65,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,Betula/Pinus,Betula,Åmot,61.137,11.443,Boreal
1974,Point,T-16898,745,65,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,Betula/Pinus,Pinus,Åmot,61.137,11.443,Boreal
1975,Point,T-11522,685,65,1200-1400 AD,Hedmark,Norway,Charcoal,Rødsmoen,Iron production site,Picea/Pinus,Picea,Åmot,61.137,11.443,Boreal
1976,Point,T-11522,685,65,1200-1400 AD,Hedmark,Norway,Charcoal,Rødsmoen,Iron production site,Picea/Pinus,Pinus,Åmot,61.137,11.443,Boreal
1977,Point,T-8477,715,65,1200-1400 AD,Aust-Agder,Norway,Charcoal,Hovden I,Iron production site,Betula,Betula,Bykle,59.5667,7.3667,Alpine
1978,Point,T-19013,840,65,1200-1400 AD,Oppland,Norway,Charcoal,Damtjednet vest,Iron production site,Picea,Picea,Nord-Aurdal,60.937,9.261,Alpine
1979,Point,T-13283,840,65,1200-1400 AD,Hedmark,Norway,Charcoal,Prestegården,Iron production site,Alnus,Alnus,Elverum,60.764,10.813,Boreal
1980,Point,T-8493,711,65,1200-1400 AD,Aust-Agder,Norway,Charcoal,Hovden 2,Iron production site,Betula,Betula,Bykle,59.5667,7.35,Alpine
1981,Point,T-17085,835,65,1200-1400 AD,Hedmark,Norway,Charcoal,Terningmoen,Iron production site,Betula,Betula,Elverum,60.764,10.813,Boreal
1982,Point,T-8483,705,65,1200-1400 AD,Aust-Agder,Norway,Charcoal,Hovden I,Iron production site,Betula,Betula,Bykle,59.5667,7.3667,Alpine
1983,Point,T-17907,825,65,1200-1400 AD,Buskerud,Norway,Charcoal,Jfp.1,Iron production site,Picea,Picea,Hol,60.482,8.076,Alpine
1984,Point,Tua-730,825,65,1200-1400 AD,Hedmark,Norway,Charcoal,Vang allmenning,Iron production site,Betula,Betula,Hamar,60.821,11.119,Boreal
1985,Point,T-9796,820,65,1200-1400 AD,Buskerud,Norway,Charcoal,Røngardskollen,Iron production site,Pinus,Pinus,Hol,60.482,8.076,Alpine
1986,Point,T-15126,808,65,1200-1400 AD,Buskerud,Norway,Charcoal,Bråten,Iron production site,Pinus,Pinus,Ringerike,60.1667,10.2167,Boreal
1987,Point,T-13712,687,65,1200-1400 AD,Aust-Agder,Norway,Charcoal,Hovden 5,Iron production site,Betula,Betula,Bykle,59.5667,7.4,Alpine
1988,Point,T-10994,805,65,1200-1400 AD,Hedmark,Norway,Charcoal,Rødsmoen 2,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
1989,Point,T-13825,800,65,1200-1400 AD,Oppland,Norway,Charcoal,Rustmoen,Iron production site,Pinus,Pinus,Nord-Fron,61.494,9.311,Alpine
1990,Point,T-16879,800,65,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
1991,Point,T-11609,792,65,1200-1400 AD,Akershus,Norway,Charcoal,Gardermoen,Iron production site,Pinus,Pinus,Ullensaker,60.1667,11.1667,Boreal
1992,Point,T-16895,790,65,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
1993,Point,T-17315,785,65,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,Betula,Betula,Åmot,61.137,11.443,Boreal
1994,Point,T-18413,780,65,1200-1400 AD,Akershus,Norway,Charcoal,Sør-Gardermoen,Iron production site,Pinus,Pinus,Ullensaker,60.149,11.196,Boreal
1995,Point,T-19022,775,65,1200-1400 AD,Oppland,Norway,Charcoal,Bjørke,Iron production site,Pinus,Pinus,Gran,60.419,10.506,Boreal
1996,Point,T-13812,770,65,1200-1400 AD,Oppland,Norway,Charcoal,Tronrud,Iron production site,Pinus,Pinus,Sør-Aurdal,60.668,9.701,Boreal
1997,Point,T-18616,770,65,1200-1400 AD,Hedmark,Norway,Charcoal,Audenby,Iron production site,Pinus,Pinus,Våler,60.746,11.912,Boreal
1998,Point,T-17997,765,65,1200-1400 AD,Hedmark,Norway,Charcoal,Jfp.6,Iron production site,Picea,Picea,Åmot,61.137,11.443,Boreal
1999,Point,T-14871,760,65,1200-1400 AD,Hedmark,Norway,Charcoal,Halset,Iron production site,Picea,Picea,Ringsaker,60.954,10.79,Boreal
2000,Point,T-11530,760,65,1200-1400 AD,Hedmark,Norway,Charcoal,Rødsmoen,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
2001,Point,T-16171,755,65,1200-1400 AD,Oppland,Norway,Charcoal,Børrenøse,Iron production site,Pinus,Pinus,Vang,61.156,8.743,Alpine
2002,Point,T-19962,750,65,1200-1400 AD,Akershus,Norway,Charcoal,Furulund,Iron production site,Betula,Betula,Ullensaker,60.149,11.196,Boreal
2003,Point,T-8474,624,65,1200-1400 AD,Aust-Agder,Norway,Charcoal,Hovden 2,Iron production site,Betula,Betula,Bykle,59.5667,7.35,Alpine
2004,Point,T-18709,600,65,1200-1400 AD,Buskerud,Norway,Charcoal,Haglebu3,Iron production site,Betula,Betula,Sigdal,60.096,9.461,Boreal
2005,Point,T-18254,570,65,1200-1400 AD,Oppland,Norway,Charcoal,Rustmoen,Iron production site,Betula,Betula,Nord-Fron,61.494,9.311,Alpine
2006,Point,T-8453,554,65,1200-1400 AD,Aust-Agder,Norway,Charcoal,Hovden I,Iron production site,Betula,Betula,Bykle,59.5667,7.3667,Alpine
2007,Point,T-16890,745,65,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,Betula,Betula,Åmot,61.137,11.443,Boreal
2008,Point,T-17088,745,65,1200-1400 AD,Oppland,Norway,Charcoal,Stav,Iron production site,Betula,Betula,Øyer,61.273,10.431,Boreal
2009,Point,T-14870,740,65,1200-1400 AD,Hedmark,Norway,Charcoal,Halset,Iron production site,Pinus,Pinus,Ringsaker,60.954,10.79,Boreal
2010,Point,T-12936,730,65,1200-1400 AD,Rogaland,Norway,Charcoal,Steinbu,Iron production site,Pinus,Pinus,Suldal,68.476,6.513,Atlantic
2011,Point,T-13821,705,65,1200-1400 AD,Oppland,Norway,Charcoal,Rustmoen,Iron production site,Pinus,Pinus,Nord-Fron,61.494,9.311,Alpine
2012,Point,T-18191,700,65,1200-1400 AD,Hedmark,Norway,Charcoal,Jfp.4,Iron production site,Picea,Picea,Åmot,61.137,11.443,Boreal
2013,Point,T-17087,690,65,1200-1400 AD,Oppland,Norway,Charcoal,Stav,Iron production site,Betula,Betula,Øyer,61.273,10.431,Boreal
2014,Point,T-16866,690,65,1200-1400 AD,Buskerud,Norway,Charcoal,Sysle,Iron production site,Pinus,Pinus,Modum,59.979,9.999,Boreal
2015,Point,T-13540,685,65,1200-1400 AD,Oppland,Norway,Charcoal,Lomoen,Iron production site,Pinus,Pinus,Nord-Fron,61.494,9.311,Alpine
2016,Point,T-18268,665,65,1200-1400 AD,Oppland,Norway,Charcoal,Beito Høyfj,Iron production site,Picea,Picea,Øystre Slidre,61.184,9.06,Boreal
2017,Point,T-16098,650,65,1200-1400 AD,Hordaland,Norway,Charcoal,Fivlingen,Iron production site,Pinus,Pinus,Eidfjord,60.49,7.168,Atlantic
2018,Point,T-13823,645,65,1200-1400 AD,Oppland,Norway,Charcoal,Rustmoen,Iron production site,Pinus,Pinus,Nord-Fron,61.494,9.311,Alpine
2019,Point,T-18676,625,65,1200-1400 AD,Buskerud,Norway,Charcoal,Haglebu3,Iron production site,Pinus,Pinus,Sigdal,60.096,9.461,Boreal
2020,Point,T-18674,610,65,1200-1400 AD,Buskerud,Norway,Charcoal,Haglebu3,Iron production site,Pinus,Pinus,Sigdal,60.096,9.461,Boreal
2021,Point,T-16865,590,65,1200-1400 AD,Buskerud,Norway,Charcoal,Sysle,Iron production site,Pinus,Pinus,Modum,59.979,9.999,Boreal
2022,Point,T-11287,580,65,1200-1400 AD,Oppland,Norway,Charcoal,Randgård,Iron production site,Picea,Picea,Lillehammer,61.1333,10.5333,Boreal
2023,Point,T-13369,577,65,1200-1400 AD,Oppland,Norway,Charcoal,Kjorstad,Iron production site,Pinus,Pinus,Sør-Fron,61.5833,9.8833,Boreal
2024,Point,T-16211,560,65,1200-1400 AD,Telemark,Norway,Charcoal,Sjøtveit,Iron production site,Pinus,Pinus,Tinn,60.012,8.757,Boreal
2025,Point,T-13028,530,65,1200-1400 AD,Buskerud,Norway,Charcoal,Veslestølb.,Iron production site,Pinus,Pinus,Hol,60.482,8.076,Alpine
2026,Point,T-18361,505,65,1200-1400 AD,Oppland,Norway,Charcoal,Ragnhildrud,Iron production site,Pinus,Pinus,Gran,60.419,10.506,Boreal
2027,Point,T-12455,660,65,1200-1400 AD,Akershus,Norway,Charcoal,Garder,Settlement site,Betula,Betula,Ullensaker,60.1833,11.05,Boreal
2028,Point,T-14473,800,65,1200-1400 AD,Oppland,Norway,Charcoal,Menkestølen,Settlement site,Pinus,Pinus,Øystre Slidre,61.184,9.06,Boreal
2029,Point,T-9221,603,65,1200-1400 AD,Aust-Agder,Norway,Charcoal,Hovden,Other,Betula,Betula,Bykle,59.5667,7.3833,Alpine
2030,Point,T-10332,656,65,1200-1400 AD,Aust-Agder,Norway,Charcoal,Hovden 1,Other,Pinus,Pinus,Bykle,59.3833,7.35,Alpine
2031,Point,T-13786,495,65,1200-1400 AD,Oppland,Norway,Charcoal,Rabben,Other,Pinus,Pinus,Øyer,61.273,10.431,Boreal
2032,Point,T-9647,840,65,1200-1400 AD,Oppland,Norway,Charcoal,Hosketjønna,Iron production site,Pinus,Pinus,Vågå,61.847,9.135,Alpine
2033,Point,T-10943,688,65,1200-1400 AD,Aust-Agder,Norway,Charcoal,Hovden,Iron production site,Betula,Betula,Bykle,59.5667,7.3833,Alpine
2034,Point,T-19275,765,65,1200-1400 AD,Hedmark,Norway,Charcoal,Vingelen,Iron production site,Betula,Betula,Tolga,62.37,11.116,Alpine
2035,Point,T-11737,570,65,1200-1400 AD,Buskerud,Norway,Charcoal,Sudndalen,Iron production site,Picea,Picea,Hol,60.482,8.076,Alpine
2036,Point,T-18271,835,65,1200-1400 AD,Oppland,Norway,Charcoal,Beito Høyfj,Iron production site,Picea,Picea,Øystre Slidre,61.184,9.06,Boreal
2037,Point,T-15824,770,65,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,Betula,Betula,Åmot,61.137,11.443,Boreal
2038,Point,T-18788,635,65,1200-1400 AD,Aust-Agder,Norway,Charcoal,K34,Iron production site,Betula,Betula,Bykle,59.376,6.987,Alpine
2039,Point,T-18789,635,65,1200-1400 AD,Aust-Agder,Norway,Charcoal,K34,Iron production site,Betula,Betula,Bykle,59.376,6.987,Alpine
2040,Point,T-18006,835,65,1200-1400 AD,Hedmark,Norway,Charcoal,Jfp.6,Iron production site,Picea,Picea,Åmot,61.137,11.443,Boreal
2041,Point,T-17307,820,65,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
2042,Point,T-17938,815,65,1200-1400 AD,Hedmark,Norway,Charcoal,Jfp.4,Iron production site,Picea,Picea,Åmot,61.137,11.443,Boreal
2043,Point,T-18193,790,65,1200-1400 AD,Hedmark,Norway,Charcoal,Jfp.3,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
2044,Point,Tua-3231,695,65,1200-1400 AD,Østfold,Norway,Hazel nutshell,Berget 2,Other,Hazel nutshell,Corylus,Halden,59.1021,11.2507,Boreal
2045,Point,T-13029,551,65,1200-1400 AD,Buskerud,Norway,Charcoal,Lekshus,Iron production site,Betula,Betula,Hol,60.55,8.1333,Alpine
2046,Point,T-13026,393,65,1400-1600 AD,Buskerud,Norway,Charcoal,Lekshus,Iron production site,Salix,Salix,Hol,60.55,8.1333,Alpine
2047,Point,T-9228,449,65,1400-1600 AD,Aust-Agder,Norway,Charcoal,Hovden,Other,Pinus,Pinus,Bykle,59.5667,7.3833,Alpine
2048,Point,T-10875,390,65,1400-1600 AD,Trøndelag,Norway,Charcoal,Fjergen,Iron production site,Picea,Picea,Meråker,63.446,11.847,Alpine
2049,Point,T-9199,423,65,1400-1600 AD,Oppland,Norway,Charcoal,Røssem,Other,Pinus,Pinus,Nord Fron,61.6667,9.2,Alpine
2050,Point,Tua-2928,315,65,1400-1600 AD,Trøndelag,Norway,Charcoal,K4,Iron production site,Betula,Betula,Meråker,63.446,11.847,Alpine
2051,Point,Tua-3424,336,65,1400-1600 AD,Oppland,Norway,Charcoal,Nerby søndre,Other,Picea ?,Picea,Søndre Land,60.7667,10.85,Boreal
2052,Point,Tua-1010,262,65,1600-1800 AD,Hedmark,Norway,Charcoal,Engelaug østre,Other,Betula,Betula,Løten,60.8,11.3,Boreal
2053,Point,Tua-3285,3530,65,2000-1800 BC,Østfold,Norway,Charcoal,Torpum 9a,Settlement site, Betula,Betula,Halden,59.0976,11.25,Boreal
2054,Point,T-10907,1663,65,200-400 AD,Vestfold,Norway,Charcoal,Fyllpå,Settlement site,"Fraxinus, Betula",Betula,Tønsberg,59.3149,10.3673,Boreal
2055,Point,T-10907,1663,65,200-400 AD,Vestfold,Norway,Charcoal,Fyllpå,Settlement site,"Fraxinus, Betula",Fraxinus,Tønsberg,59.3149,10.3673,Boreal
2056,Point,T-15932,1727,65,200-400 AD,Oppland,Norway,Charcoal,Vang prestegård,Other,Betula,Betula,Vang,61.1167,8.5833,Alpine
2057,Point,T-10908,1754,65,200-400 AD,Vestfold,Norway,Charcoal,Fyllpå,Other,Corylus,Corylus,Tønsberg,59.3149,10.3673,Boreal
2058,Point,Tua-3002,1729,65,200-400 AD,Akershus,Norway,Charcoal,Treider,Other,Betula,Betula,Ås,59.6667,10.7333,Boreal
2059,Point,T-19374,1670,65,200-400 AD,Østfold,Norway,Charcoal,Askim prestegård,Other,Betula,Betula,Askim,59.5925,11.1537,Boreal
2060,Point,T-13142,1834,65,200-400 AD,Akershus,Norway,Charcoal,Vinterbro,Settlement site,Pinus,Pinus,Ås,59.75,10.7833,Boreal
2061,Point,T-18060,1795,65,200-400 AD,Østfold,Norway,Charcoal,Missingen,Settlement site,"Prunus, Sorbus",Prunus,Råde,59.35,10.9333,Boreal
2062,Point,T-18060,1795,65,200-400 AD,Østfold,Norway,Charcoal,Missingen,Settlement site,"Prunus, Sorbus",Sorbus,Råde,59.35,10.9333,Boreal
2063,Point,T-18028,1690,65,200-400 AD,Oppland,Norway,Charcoal,Borgen,Iron production site,Pinus,Pinus,Sør-Fron,61.551,9.88,Boreal
2064,Point,T-11734,1730,65,200-400 AD,Trøndelag,Norway,Charcoal,Fremmervollen,Iron production site,Picea,Picea,Holtålen,62.861,11.204,Alpine
2065,Point,T-16337,1660,65,200-400 AD,Aust-Agder,Norway,Charcoal,Tovdal,Iron production site,Pinus,Pinus,Åmli,58.792,8.325,Boreal
2066,Point,T-10873,1820,65,200-400 AD,Trøndelag,Norway,Charcoal,Fjergen,Iron production site,Picea,Picea,Meråker,63.446,11.847,Alpine
2067,Point,T-16340,1715,65,200-400 AD,Aust-Agder,Norway,Charcoal,Tovdal,Iron production site,Pinus,Pinus,Åmli,58.792,8.325,Boreal
2068,Point,T-18839,1530,65,400-600 AD,Østfold,Norway,Wood,Bjørnstad,Other,Quercus,Quercus,Sarpsborg,59.2993,11.0741,Boreal
2069,Point,T-13686,1635,65,400-600 AD,Oppland,Norway,Charcoal,R163,Iron production site,Pinus,Pinus,Gjøvik,60.835,10.617,Boreal
2070,Point,T-16697,1630,65,400-600 AD,Møre og Romsdal,Norway,Charcoal,Svartløken,Iron production site,Pinus,Pinus,Ørskog,62.486,6.866,Atlantic
2071,Point,T-10984,1590,65,400-600 AD,Trøndelag,Norway,Charcoal,Fjergen,Iron production site,Pinus,Pinus,Meråker,63.446,11.847,Alpine
2072,Point,T-11812,1561,65,400-600 AD,Hedmark,Norway,Charcoal,Ven,Other,Alnus,Alnus,Løten,60.85,11.4667,Boreal
2073,Point,Tua-3421,1619,65,400-600 AD,Oppland,Norway,Charcoal,Nerby søndre,Other,Betula,Betula,Søndre Land,60.7667,10.85,Boreal
2074,Point,Tua-1996,2392,65,600-400 BC,Vestfold,Norway,Charcoal,Tømmerås,Settlement site,Betula,Betula,Sande,59.5,10.1667,Boreal
2075,Point,T-17729,1125,65,600-800 AD,Oppland,Norway,Charcoal,Andsdorfelt,Iron production site,"Betula, Salix caprea, Salix/Populus",Betula,Vang,61.156,8.743,Alpine
2076,Point,T-17727,1190,65,600-800 AD,Oppland,Norway,Charcoal,Andsdorfelt,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
2077,Point,T-17735,1180,65,600-800 AD,Oppland,Norway,Charcoal,Andsdorfelt,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
2078,Point,Tua-729,1345,65,600-800 AD,Hedmark,Norway,Charcoal,Løten allmenning,Iron production site,Betula,Betula,Løten,60.828,11.369,Boreal
2079,Point,T-18252,1115,65,600-800 AD,Oppland,Norway,Charcoal,Gudbrandslie,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
2080,Point,T-6404,1265,65,600-800 AD,Nordland,Norway,Charcoal,vestvJfp 29,Iron production site,Pinus,Pinus,Vestvågøy,68.217,13.794,Atlantic
2081,Point,T-9217,1059,65,600-800 AD,Aust-Agder,Norway,Charcoal,Hovden,Other,Betula,Betula,Bykle,59.5667,7.3833,Alpine
2082,Point,T-18711,1330,65,600-800 AD,Buskerud,Norway,Charcoal,Haglebu3,Iron production site,Betula,Betula,Sigdal,60.096,9.461,Boreal
2083,Point,T-16696,1460,65,600-800 AD,Møre og Romsdal,Norway,Charcoal,Svartløken,Iron production site,Pinus,Pinus,Ørskog,62.486,6.866,Atlantic
2084,Point,T-17713,1465,65,600-800 AD,Oppland,Norway,Charcoal,Møsasvøo,Iron production site,Pinus,Pinus,Øystre Slidre,61.184,9.06,Boreal
2085,Point,T-17642,1460,65,600-800 AD,Hedmark,Norway,Charcoal,R1,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
2086,Point,T-18866,1375,65,600-800 AD,Oppland,Norway,Charcoal,Gudbrandslie,Iron production site,Pinus,Pinus,Vang,61.156,8.743,Alpine
2087,Point,T-11512,1280,65,600-800 AD,Hedmark,Norway,Charcoal,F/5,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
2088,Point,T-17729,1125,65,800-1000 AD,Oppland,Norway,Charcoal,Andsdorfelt,Iron production site,"Betula, Salix caprea, Salix/Populus",Salix,Vang,61.156,8.743,Alpine
2089,Point,T-16175,960,65,800-1000 AD,Oppland,Norway,Charcoal,Børrenøse,Iron production site,Pinus/Betula,Betula,Vang,61.156,8.743,Alpine
2090,Point,Tua-2729,1207,65,800-1000 AD,Aust-Agder,Norway,Charcoal,Hovden Skisenter,Iron production site,Pinus,Pinus,Bykle,59.5667,7.3333,Alpine
2091,Point,T-18954,1150,65,800-1000 AD,Oppland,Norway,Charcoal,Øvre Gudbr,Iron production site,Picea,Picea,Vang,61.156,8.743,Alpine
2092,Point,T-17898,1120,65,800-1000 AD,Buskerud,Norway,Charcoal,Geilohovda,Iron production site,Pinus,Pinus,Hol,60.482,8.076,Alpine
2093,Point,T-18199,1115,65,800-1000 AD,Hedmark,Norway,Charcoal,gråJfp.7,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
2094,Point,T-19360,985,65,800-1000 AD,Telemark,Norway,Charcoal,1,Iron production site,Betula,Betula,Vinje,59.828,8.117,Alpine
2095,Point,T-19185,975,65,800-1000 AD,Oppland,Norway,Charcoal,Synnfjell,Iron production site,Betula,Betula,Nordre Land,60.879,9.986,Boreal
2096,Point,T-18881,1090,65,800-1000 AD,Oppland,Norway,Charcoal,Jfp.14,Iron production site,Pinus,Pinus,Vang,61.156,8.743,Alpine
2097,Point,T-19021,1085,65,800-1000 AD,Buskerud,Norway,Charcoal,Bjølgerud,Iron production site,Pinus,Pinus,Modum,59.979,9.999,Boreal
2098,Point,T-18265,1080,65,800-1000 AD,Oppland,Norway,Charcoal,Beito Høyfj,Iron production site,Pinus,Pinus,Øystre Slidre,61.184,9.06,Boreal
2099,Point,T-18870,1080,65,800-1000 AD,Oppland,Norway,Charcoal,Tørrisheisen,Iron production site,Pinus,Pinus,Vang,61.156,8.743,Alpine
2100,Point,T-8655,1068,65,800-1000 AD,Hedmark,Norway,Charcoal,Mastemoen øst,Iron production site,Pinus,Pinus,Elverum,60.8833,11.5667,Boreal
2101,Point,T-17981,1060,65,800-1000 AD,Hedmark,Norway,Charcoal,Jfp.6,Iron production site,Picea,Picea,Åmot,61.137,11.443,Boreal
2102,Point,T-18249,955,65,800-1000 AD,Oppland,Norway,Charcoal,Gudbrandslie,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
2103,Point,T-19195,955,65,800-1000 AD,Buskerud,Norway,Charcoal,Nedrestøl,Iron production site,Betula,Betula,Hol,60.482,8.076,Alpine
2104,Point,T-18251,950,65,800-1000 AD,Oppland,Norway,Charcoal,Gudbrandslie,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
2105,Point,T-19361,945,65,800-1000 AD,Telemark,Norway,Charcoal,Torehovet,Iron production site,Betula,Betula,Vinje,59.828,8.117,Alpine
2106,Point,T-20071,930,65,800-1000 AD,Oppland,Norway,Charcoal,Haugen øvre,Iron production site,Betula,Betula,Vågå,61.847,9.135,Alpine
2107,Point,Tua-1675,1205,65,800-1000 AD,Hedmark,Norway,Charcoal,Kilde 2,Settlement site,Picea,Picea,Åmot,61.1333,11.3667,Boreal
2108,Point,T-17631,1133,65,800-1000 AD,Hedmark,Norway,Charcoal,Gråfjell,Settlement site,Pinus,Pinus,Åmot,61.2833,11.65,Boreal
2109,Point,T-10339,999,65,800-1000 AD,Aust-Agder,Norway,Charcoal,Hovden 2,Iron production site,Betula,Betula,Bykle,59.5667,7.35,Alpine
2110,Point,T-18196,1055,65,800-1000 AD,Hedmark,Norway,Charcoal,Jfp.3,Iron production site,Picea,Picea,Åmot,61.137,11.443,Boreal
2111,Point,T-18184,1185,65,800-1000 AD,Hedmark,Norway,Charcoal,Jfp.3,Iron production site,Picea,Picea,Åmot,61.137,11.443,Boreal
2112,Point,T-18727,1005,65,800-1000 AD,Oppland,Norway,Charcoal,Gudbrandslie,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
2113,Point,T-15841,1090,65,800-1000 AD,Oppland,Norway,Charcoal,Snertingdal,Iron production site,Pinus,Pinus,Gjøvik,60.835,10.617,Boreal
2114,Point,T-18880,1140,65,800-1000 AD,Oppland,Norway,Charcoal,Tørrisheisen,Iron production site,Pinus,Pinus,Vang,61.156,8.743,Alpine
2115,Point,T-18187,1085,65,800-1000 AD,Hedmark,Norway,Charcoal,Jfp.3,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
2116,Point,T-17660,1070,65,800-1000 AD,Hedmark,Norway,Charcoal,K18,Iron production site,Betula,Betula,Åmot,61.137,11.443,Boreal
2117,Point,Tua-3232,1175,65,800-1000 AD,Østfold,Norway,Hazel nutshell,Berget 2,Other,Hazel nutshell,Corylus,Halden,59.1021,11.2507,Boreal
2118,Point,T-18138,1200,65,800-1000 AD,Hedmark,Norway,Charcoal, Fg. 14/R. Gml. markoverflate under voll,Other,Pinus,Pinus,Åmot,61.137,11.443,Boreal
2119,Point,T-18426,1115,65,800-1000 AD,Oppland,Norway,Charcoal,ID38138,Iron production site,Pinus,Pinus,Vang,61.156,8.743,Alpine
2120,Point,T-18882,1115,65,800-1000 AD,Oppland,Norway,Charcoal,Jfp.14,Iron production site,Pinus,Pinus,Vang,61.156,8.743,Alpine
2121,Point,T-10451,1140,65,800-1000 AD,Akershus,Norway,Charcoal,Ukuset,Other,Betula,Betula,Ullensaker,60.1167,11.25,Boreal
2122,Point,Tra-2083,2480,65,800-600 BC,Vestfold,Norway,Charcoal,Borge østre 22,Other,Quercus,Quercus,Sandefjord,59.255,10.2917,Boreal
2123,Point,T-10637,803,64,1000-1200 AD,Aust-Agder,Norway,Charcoal,Hovden Skisenter 1,Iron production site,Betula,Betula,Bykle,59.5667,7.35,Alpine
2124,Point,T-13538,937,64,1000-1200 AD,Oppland,Norway,Charcoal,Vinstra,Iron production site,Pinus,Pinus,Nord-Fron,61.6,9.7167,Boreal
2125,Point,T-8656,927,64,1000-1200 AD,Hedmark,Norway,Charcoal,Mastemoen øst,Iron production site,Pinus,Pinus,Elverum,60.8833,11.5667,Boreal
2126,Point,T-10103,901,64,1000-1200 AD,Oppland,Norway,Charcoal,Heggen,Iron production site,Betula,Betula,Gausdal,61.2167,10.2833,Boreal
2127,Point,T-15813,886,64,1000-1200 AD,Hedmark,Norway,Charcoal,Skjærodden-Rena,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
